标题,歌曲id,所属歌单
27 Club,31789255,8451949984
perfume,1445443563,8451941381
i'm not giving up on us,1445583768,8451941381
Softly,1485033104,8451941381
I Want You Back (SPK Mix),18431127,8451941381
Damage,1487695400,8451941381
Monsters,1848177852,8457613219
Say So,1444606082,8457613219
Ramen & OJ,1837958697,8457613219
Video,1841570548,8457613219
GODSPLAN,1293904895,8457613219
DEALER (feat. Future & Lil Baby),1445800225,8457613219
Ibiza,1458224876,8457615146
Y.O.U.,1417797814,8457615146
snowflake,1884124230,8457615146
Sugar Daddy,1446219107,8457615146
Vampire,1466180491,8457615146
Blueberry Faygo,1421434285,8457340094
Cloudwatching,1874261545,8457340094
Light It Up,1361223523,8457340094
"Nails, Hair, Hips, Heels",1367113176,8457340094
GATTI,1412468948,8457340094
rather do my MATH,1916213807,8457340094
Good Time,1856233056,8457794435
roundabout,1923073976,8457794435
Being in Love,1423096143,8457794435
Thank You,1946525066,8457794435
A-O-K,1842617519,8457794435
Every Second,1846467132,8457794435
Bloom,1462806841,8457794435
Citrus Love,1979135725,8457794435
The Girl That's Underneath,543988541,8457794435
Die Right Here,1863509811,8457909273
strawberry ice cream,2028529512,8457909273
Back to the Start,1337949941,8457909273
Riptide,2013823506,8457725484
The Saltwater Room,1807865,8457725484
The Race,2017118831,8457866139
Don't Wanna Know,461544126,8457866139
what a nice day to run away,1463293434,8457866139
Afterlife,1955714788,8457866139
don't miss me,1897209697,8457866139
Done for Me (feat. Kehlani),544199008,8457866139
Lose You To Love Me,1415706217,8457866139
Superheroes,28832241,8457866139
Somewhere Only We Know,1985018775,8457929293
Synchronize,1917736885,8457929293
Holy,1830414377,8457929293
To Me,1392687362,8470432128
West Coast Love,1401876482,8470432128
Summertime,1954641156,8470432128
Where R U?,1833742665,8470432128
Blueberry Faygo,1482083463,8470432128
Porto girl,1867876576,8470432128
Toosie Slide,1437204419,8459706033
UFO,1357775302,8459706033
Morning Coffee (bubble ver.),1806052941,8459706033
POPSTAR,1463346950,8459706033
Love in My Pocket,1460966070,8459706033
The Hardest Part,1468946214,8459706033
Without Me,1299818,8459706033
Last Drive Down Main,2027163654,8470478825
Starting Over,1474505503,8470478825
Young Once,1437158275,8470478825
Amarillo By Morning,27434663,8470478825
Tropical Depression,986667,8470478825
Sutter's Mill,35845143,8470478825
Sea Shanty Medley (Extended Version),1933601665,8470478825
Jack of Diamonds,18578535,8470478825
Highway Don't Care,26221035,8470478825
I'm Already There,16582716,8470478825
Cheetah,2041746331,8460199094
Hotel,1859879652,8460199094
Merry Christmas Mr. Lawrence - FYI,1896117715,8460199094
Sweetest Pie,1926770874,8460199094
Ferrari,550936829,8460199094
Diamonds,1480243803,8460199094
It'll Be Alright,1340070649,8468937724
Valder Fields,2001320,8468937724
San Francisco,28662038,8468937724
Rainbow River,1362521421,8468937724
Cable Car,1878812518,8468937724
The Veil,1857340424,8468937724
You Belong To Me,5053289,8468937724
Wellerman,1814260635,8468937724
Me Time,1997453409,8458494213
Crush,1394310910,8458494213
Young Dumb & Broke,462895657,8458494213
Taxi,1466516156,8458494213
12 Hours,1944869617,8458494213
"Going, Going, Gone",1956686432,8470494977
Starting Over,1494981170,8470494977
Old Guitar,415786900,8470494977
Rollin' On,21171754,8470494977
Forever After All,1824387847,8470494977
Drunk Girl,507783552,8470494977
Do It,27845048,8470494977
19 You + Me,28378022,8470494977
Five hundred miles,1350232549,8468932723
Young Souls,31134215,8468932723
Catherine Howard's Fate,16866796,8468932723
My My Love,26343110,8468932723
Don't Leave Me (Ne me quitte pas),21572439,8468932723
Sleepyhead,444267630,8468932723
Ginny,1427030158,8470340407
Sundays,1401880096,8470340407
do it right,1820948422,8470340407
Movin.,1437174158,8470340407
If I ain't got you,439911282,8470340407
Language,1455072659,8470744001
Scars To Your Beautiful,456370694,8470744001
pl4yg1rl,1976472107,8470744001
Places We Won't Walk,504264170,8468623641
The Simple Things,415792772,8468623641
Wellerman,1821475355,8468623641
Is It Just Me?,1496017614,8458009815
Loser,1986885027,8458009815
Love In The Dark,36841427,8458009815
Bet On Me,1923927650,8458009815
Waiting for You,1917343360,8458009815
skeletons,1378191814,8458009815
We,1860879623,8457986857
Nothing,1384264596,8457986857
As It Was,1948620191,8457986857
I Don’t Think That I Like Her,1981056341,8457986857
I Love You 3000 II,1396162013,8458439247
Peaches,1840198276,8458439247
Love Story (Taylor's Version),1893501010,8458439247
All In You,1473031060,8468074069
Got It All,1492824024,8468074069
Devastated,1474571331,8468074069
California (feat. Warren Hue) [Acoustic Live Version],1857317230,8468074069
California (feat. Warren Hue),1847504371,8468074069
NEED A MINUTE,1449520498,8468074069
Amnesia,1818979572,8468074069
No Reservations,2014182734,8470343356
Call You Mine (feat. Geologic Of The Blue Scholars),1611000,8470343356
Teenage Mona Lisa (feat. Aiden Adair),1920396901,8458020806
Welcome to Wonderland,552060841,8457991840
Kids Are Born Stars,1959988586,8457991840
BIG PLANS,1339550105,8457991840
Glitter & Gold,457761477,8458014860
MIDDLE OF THE NIGHT,1422867784,8471163700
Catch My Breath（Male Version）,1959180557,8471163700
Dreamland,1468928416,8471163700
The Nights,1911442482,8471163700
summer.,1960123993,8471163700
Beautiful,1824871114,8471163700
Better To Lie,1450888338,8471163700
Take me away in September / 九月的一场私奔,1473844695,8471163700
Numb Little Bug,1915796767,8460224409
Tattoos Together,1415505739,8460224409
On The Ground,1827038716,8460224409
Attention,473817398,8460224409
Die Young,25704014,8460224409
Mistletoe,1500391122,8460224409
Back Seat (feat. Lourdiz),1837798819,8468606159
Girls Love Rod Wave,1920496749,8468606159
moonlight,1474316407,8468606159
Little Did You Know,1500608845,8468606159
You and Me,1483389704,8468606159
Tequila Sunrise (feat. AUGUST 08 & Goldlink),1396163566,8468606159
miss the days,1819133238,8468606159
Best of 2021 Medley: Stay / Driver's License / Easy on Me / Leave the Door Open / Butter,1901996224,8460207526
No More Drama,1986885031,8460207526
Hayya Hayya (Better Together) (Music from the FIFA World Cup Qatar 2022 Official Soundtrack),1933800693,8460207526
Never Be Alone,30621896,8460207526
MONEY,1877029918,8460207526
Beautiful Day,27514247,8458458540
Send It (feat. Rich Homie Quan),426291544,8458458540
Smile,32341765,8458458540
This Is the Life,29732659,8458458540
Stay Here Forever,18836961,8458458540
U Make Me Wanna,16858400,8458458540
Can't Complain,26492802,8458458540
Super Psycho Love,1989392,8458458540
Honey Take My Hand,1312528250,8468918940
Cure For Me,1859515946,8458001153
Love You Still (abcdefu romantic version),1918796077,8458001153
The Story,1432381410,8470428750
Lucky Charms,1887203177,8470428750
Little by Little,1855591905,8470428750
Ross And Rachel,1844156620,8470428750
Pack up Your Troubles in Your Old Kit Bag,21224498,8470428750
Fire Flower,1453011783,8471031216
Primal Call,1962085479,8471031216
Shake,470601511,8471031216
It Just Comes and Goes,528273378,8471031216
Lost at Sea,28612195,8471031216
Sold Out,31010566,8471031216
All The Time,28946894,8471031216
Everglow,37239018,8471031216
Say My Name,565841054,8457991171
double take,1981301644,8457991171
Gold,1967968124,8470954206
Chance Of Rain,439037221,8470954206
Wonderin’ Bout The Wind,1810293143,8470954206
Heart Of Gold,5195504,8470954206
Arkansas,1489225165,8470954206
Go My Way,1994485658,8470954206
On A Bad Day,22585388,8470954206
Beers And Sunshine,1468868677,8470954206
Country Nation,28959219,8470954206
Falling for You,1821073603,8458483015
Best Lover,1938018229,8458483015
Jar Of Love (Album Version),1941963749,8458483015
Under the Skin,1489877237,8458483015
Let Me,1426850390,8467984132
MEMORIES!,1853776842,8467984132
Lover Song,1345336709,8468637409
Papa Was a Rodeo,1379829694,8468637409
Sugar for the Pill,468738013,8468637409
Was It Something I Said,1447930796,8468637409
Love Somebody,1454838033,8470364906
supercuts,1476113773,8470364906
Wherever You Go,26233523,8470364906
Dear Friend,1446219648,8470364906
ROXANNE,1396347452,8459702940
Party Girl,1442170830,8459702940
100 Degrees,1380100797,8459702940
Chicago Freestyle,1444959590,8459638328
Cooped Up,1946855217,8459638328
Shy,29950374,8459638328
**** Being Sober,1810602460,8459721213
Life Goes On,1848206679,8459721213
Lalala,1373835581,8459721213
Record Player,1874302915,8459721213
Edamame (ft. Rich Brian),1861126812,8459688276
ROCKSTAR,1441183869,8459688276
sheluvme,1955086147,8459688276
If I Can't Have You,1362857141,8459688276
Tennessee Fan,2003577607,8470392159
Circles Around This Town,1908964645,8470392159
You Belong To Me,2125306,8470392159
Roll With Me,5117909,8470392159
Traveller,400971152,8470392159
Find Yourself,1883028,8470392159
Country Again,1837000330,8470392159
Far Away,1826016241,8470337329
Killer,1944673526,8470337329
The Weekend,482999516,8470337329
Come Around Me,1834246531,8470337380
Sorbet,1366031659,8470337380
2 Late,1457462348,8470337380
3am,1842417439,8470337380
Meet Me in Amsterdam,1325722716,8470337380
Same Sun,1457053886,8470944432
ghost town,1984540917,8470944432
Away With Me,1488808023,8470944432
The Nights (feat. Citycreed),1888750698,8470944432
Blue Skies,31370204,8470944432
Better With You,1492819813,8470944432
Intentions,1807533776,8470777345
EYE(S),1918602772,8470777345
My Best Friend,1456603282,8470777345
One Day,1325614219,8470777345
Claudia,1346184546,8470777345
Split,1895117572,8470409181
Just in Case,509330277,8470409181
Fast Car,2030754234,8470572885
C'est La Vie,1875169010,8470572885
Take Me Home,1424947938,8470572885
Same Boat,1851331161,8470572885
Further On Up The Road,18827568,8470572885
Highway Don't Care,28753159,8470572885
Crooked Tree,1913326401,8470572885
"Piano Trio In B Flat K.502:3. Allegretto (Live At Festspielhaus, Baden Baden, Germany / 2005)",2123370,8465637977
"Piano Quartet in E-Flat Major, Op. 47: II. Scherzo. Molto vivace",1831892315,8465637977
"Flute Quartet No. 4 in A Major, K. 298:I. Andante con variazioni",1341311047,8465637977
"String Quartet No. 2 in E-Flat Major, Op. 1, No. 2, Hob.III:2: III. Adagio",542722088,8465637977
"Septet in E-Flat Major, Op. 20:V. Scherzo. Allegro molto e vivace",22412769,8465637977
"Piano Quintet in E-Flat Major, Op. 44: II. In Modo d'una Marcia. Un poco largamente",1831892317,8465637977
"Clarinet Trio in B-Flat Major, Op. 11 ""Gassenhauer"":II. Adagio",1365826583,8465637977
"Flute Quartet No. 3 in C Major, K. 285b:II. Andantino con variazioni",1341310714,8465637977
"String Quartet No. 3 in D Major, Op. 1, No. 3, Hob.III:3: I. Adagio",542722091,8465637977
"String Quartet No. 2 in E-Flat Major, Op. 1, No. 2, Hob.III:2: V. Finale: Presto",542722090,8465637977
YOUTH,1865090611,8471236280
moonlight,1911183456,8471236280
Good Mood (Original Song From Paw Patrol: The Movie),1867065234,8471236280
Million Days (Acoustic),1828271256,8471236280
Bonnie & Clyde,1844442265,8460080413
Feel Right Now,1936551517,8460080413
Frankenstein,1844660535,8460080413
THAT'S MY BABY,1992544940,8460080413
This Is It,1342157440,8459590187
After All,1880334988,8459590187
Like I Love You,1923582,8459590187
Revolution,1805304382,8468668388
再谈记忆,472137696,8468668388
Carry On,1474585890,8468668388
雨夜曼彻斯特,472141618,8470445190
I Never Know You Come To My Life（未见之见）,1332686021,8470445190
Counting Stars,26060065,8470445190
Foreign Time,26607463,8470445190
O,1356223509,8470445198
abcdefu,1868238759,8470329804
California Dreamin',408332204,8470329804
Kormasam Bolmas,1845813535,8470329804
Take A Bow,24070601,8470329804
"Wein, Weib Und Gesang, Op. 333",1409990308,8465604233
"Piano Trio In C K.548:1. Allegro (Live At Festspielhaus, Baden Baden, Germany / 2005)",2123340,8465604233
"Piano Trio No. 4 in E minor, 'Dumky' B166 (Op. 90):VI. Lento maestoso - Vivace",1355833220,8465604233
"String Quartet No. 6 in C Major, Op. 1, No. 6, Hob.III:6*: II. Menuet",542722107,8465604233
String Quartet In C Major D.32 (No.2):3. Menuetto. Allegro,1874121000,8465604233
Quintet for Piano Oboe Clarinet Horn and Bassoon in E flat K. 452:2. Larghetto,473145504,8465604233
"Walzer, As-Dur, op. 69, Nr. 1: Tempo di Valse",1309697636,8465604233
"Septet in E-Flat Major, Op. 20:III. Tempo di menuetto",22412767,8465604233
Clarinet Concerto in B-Flat Major:Clarinet Concerto in B-Flat Major: III. Allegretto con variazioni,465683214,8465654492
"Waltz, Op. Posth. in E Minor (Remastered)",16314609,8465654492
Clarinet Concerto in B Major:Clarinet Concerto in B Major: II. Adagio,465683217,8465654492
"String Quartet No. 63 in B-Flat Major, Op. 76, No. 4, Hob.III:78, ""Sunrise"": I. Allegro con spirito",542690087,8465654492
"Accelerationen, Op. 234",1409990310,8465654492
"Dynamiden, Op. 173",1409990311,8465654492
"Waltz No.12 in F Minor/A Flat, Op.70 No.2",27708292,8465654492
"String Sextet No.1 In B Flat, Op.18:1. Allegro ma non troppo",1457360219,8465654492
"Impromptu, Op. 51 in G-Flat (2004 Remastered)",16314612,8465654492
"Flute Quartet in A Major, K. 298: I. Andante",1487704808,8465654492
Baewatch,1843739629,8468612157
Chosen (feat. Ty Dolla $ign),1491535096,8468612157
Come & Go,1461351123,8468612157
Pink Dust,1429864793,8468612157
i can be your home,1425993421,8468612157
Smile,1458888589,8471138989
ДОМ,2014358609,8471138989
Let's Go Home,1468692293,8471138989
Falling In Love,1394281963,8468812921
Sunsetz,480768667,8470943316
Happy Face,1495070779,8470943316
Creep,22605222,8471100082
"Shake, Rattle and Roll",22077317,8471100082
Give You What You Want,1996499957,8468602970
U & I,1501522928,8468602970
All or Nothing,1461298455,8468602970
bad to the bone,1828910181,8468602970
Walking (feat. Swae Lee & Major Lazer),1396162005,8468602970
Polaroid,1490797319,8470476331
Summertime In Paris,1376078664,8470476331
Cater 2 Me,1489234809,8470476331
February Song,1911485328,8470332397
Brandy Sippin',1968688397,8470332397
Love Is Love,1864902904,8468667361
always,1466214798,8470326425
I Like U,525238368,8470326425
All Tinted,1472631650,8470326425
FMB,1862752195,8470326425
Got It Like That,1841496187,8470326444
Honesty,1293953203,8470326444
City Girls,1446020189,8470326444
Affection,1393553542,8470326444
serene//rewind (feat. dion dugas),1423950678,8470326444
Like a Song,1857180422,8471003324
California,1387548489,8471003324
Follow You,1341556036,8471003324
Summertime Madness,1383518436,8471003324
West Coast,1923385373,8471003324
Computer World,4143389,8741255190
Heartbreak Hotel,2386185,8741255190
Make That Move,566948209,8741255190
I Like Chopin,1379214,8741255190
Heaven Is A Place On Earth,2202486,8741255190
Radio Ga Ga,472045247,8741255190
Y.M.C.A.,32209454,8741255190
It's Been Such A Long Time,1335819809,8741255190
Self Control,16621296,8741255190
Leave Me Alone,21308376,8741495381
Egypt Egypt,20442243,8741495381
I Don't Wanna Lose You,1284987,8741495381
Into the Groove,509311892,8741495381
On the Beat,3711445,8741495381
Never Too Much - Wembley Stadium 1989 (Live),20958703,8741495381
Into You (Dangerous 80s),449824228,8741495381
Master Mix Medley (猛士狂龙),36089124,8741495381
Love Is The Name Of The Game (爱是感情的名字),35497871,8741636027
"Love Spy (爱的""间谍"")",29335918,8741636027
Nothing's Gonna Stop Us Now,21680447,8741636027
Disco Band,1972552,8741636027
Run To Me (回到我身旁),35497876,8741636027
Enola Gay,4224988,8741636027
I Wanna Dance with Somebody (Who Loves Me),19827090,8741636027
Baby (80s Remix),1806742684,8741636027
Everybody Wants To Rule The World,19564566,8741636027
So Emotional,19827094,8741636027
Dissolved Girl,21252142,8741621711
Closer,21274477,8741621711
Siberian Nights,26662790,8741621711
Teardrop,22575474,8741621711
Run To You,3819499,8741621711
Blue (Da Ba Dee),1321680,8741621711
Mysterons,18326488,8741621711
My Boo,412785189,8741621711
Tarzan & Jane,21865897,8741621711
Touch My Heart,5224539,8741621711
Love Will Tear Us Apart,4133455,8744708358
Our Secret Garden,18028368,8744708358
Don't Speak,21292583,8744708358
Shame,21969664,8744708358
Welcome to Paradise,18127010,8744708358
Violaine,17124968,8744708358
Friday I'm In Love,21970528,8744708358
Destination Unknown,22541695,8744708358
Basket Case,4085062,8744708358
Black Milk,21252144,8741731531
Gimme! Gimme! Gimme!,27236946,8741731531
Scatman (Ski-Ba-Bop-Ba-Dop-Bop) (Karaoke),27297382,8741731531
This Is How We Do It,1436629757,8741731531
"Boom, Boom, Boom, Boom!!",26753728,8741731531
Fantasy (Bad Boy) (Feat. O.D.B.),25508030,8741731531
Running In The “90S”,4981397,8741731531
Go West,27198266,8741731531
Touch In The Night,5224506,8741731531
Don't Fall,4350585,8744438810
Fascination Street (Remastered),21969769,8744438810
Stigmata Martyr,3954735,8744438810
The Eternal,18860354,8744438810
Primary,21970594,8744438810
Lucretia My Reflection,18835124,8744438810
Siamese Twins,21970253,8744438810
The Figurehead,21970254,8744438810
M,21970489,8744438810
Rise Above,16789695,8744438810
The Sailor Song,21865895,8741625723
Principles Of Lust,26923221,8741625723
Better off Alone,5218172,8741625723
Wings Of Love,5224515,8741625723
Y.M.C.A,27203936,8741625723
Shoop,3453008,8741625723
No Limit,19362818,8741625723
Before I Sleep,31835347,8741501004
Like I Love You (Vocal Club Cut),862148868,8741501004
La Isla Bonita,2116937,8741501004
To Be Or Not To Be,31179375,8741501004
The Saltwater Room (Original Version),17706501,8741501004
Kids,21158594,8741501004
Everytime We Touch,17057974,8741501004
Time To Rock (FM Edit),34280999,8741501004
We Are Electric,499665314,8741501004
Fall Semester,3574694,8744693375
Rebel Girl,2220627,8744693375
The Day The World Went Away,21274431,8744693375
Don't Stand So Close To Me,19553530,8744693375
High,21970523,8744693375
Good Riddance (Time of Your Life),18127684,8744693375
Gimme More,1319853399,8741607803
Can't Get You Out of My Head,2873679,8741607803
Sunshine in the Rain,16818144,8741607803
Roads,4235530,8741607803
Luxurious,18078213,8741607803
Universe Lovesong,16590442,8741785470
Angelina,20953761,8741785470
La La Love On My Mind,2177028,8741785470
Magic Melody,3950909,8741785470
Telescope,522444650,8741970238
Touch The Sky,552145020,8741970238
Friendships,505449407,8741970238
Neon Rainbow,409931573,8741970238
Catch My Breath,26226510,8741970238
Move Up (Lost Gravity),406072775,8741970238
Like I Love You,1307763082,8741970238
Can We Kiss Forever?,1306507078,8741970238
Please Mr. Postman,3986323,8743521623
Yesterday Once More,3986241,8743521623
Early to Bed,27221352,8743521623
Tears in Heaven,1299217,8743521623
Everything Will Flow,4279075,8743521623
Supersonic,17822820,8743521623
Early to Bed,4176043,8743521623
Paranoid Android,22497471,8743521623
Scarborough Fair / Canticle,1934618,8743521623
Smells Like Teen Spirit,21303923,8743521623
Dogs (Original Version),25773443,8741516096
对 不 起 。Wonderful u AGA n3 bootleg,550520580,8741516096
Work (Derra Flip),426026646,8741516096
Falling Down,515454649,8741516096
magnolia,494642794,8741516096
Shots (Broiler Remix),31311695,8741516096
Dancin (Krono Remix),439121233,8741516096
Light That Fire,485964978,8743278753
Birds,1372925906,8743278753
Listen,453176145,8743278753
Warriors,29401226,8743278753
Immortals,30967261,8743278753
I Just Wanna Run,5105272,8743278753
Lucky Strike,21253809,8743278753
Little Help,1362820979,8743278753
Where Is Your Love,458725081,8741792591
Sky of Dreams,1907712527,8741792591
Lullaby (Remastered),21969768,8743480851
Lovesong (Remastered),21969766,8743480851
Every Breath You Take,19553374,8743480851
River of No Return,4134922,8743480851
Sweet Child O' Mine,18095043,8743480851
The One You Love,2658203,8743480851
Eye of the Tiger,21699108,8743480851
About a Girl,4213098,8743480851
Where Is My Mind?,4236643,8743480851
Baby Blue,1334327148,8743480851
Take On Me,16481347,8743589763
Birthday,21903177,8743589763
A Woman Needs Love (Just Like You Do),496457,8743589763
Saving All My Love For You,3819950,8743589763
The House Is Rockin',1939685,8743589763
I Wanna Dance With Somebody (Who Loves Me),3819770,8743589763
"(You're) My Love, (You're) My Life",35497878,8743589763
Physical,21350177,8743589763
Nowhere To Go On Tuesday Night,1501796407,8743589763
Take On Me,27459110,8743589763
Sweet Dreams (Are Made of This),2536540,8743388604
You Are Not Alone (Radio Edit),1698320,8743388604
Say My Name,17380107,8743388604
Gimme! Gimme! Gimme! (A Man After Midnight),3880252,8743388604
My All,3028261,8743388604
Shape Of My Heart,19091879,8743388604
April Skies,21965523,8743527305
Raining Blood,21697173,8743527305
In Dreams,1004046,8743527305
The Holy Hour,21970593,8743527305
Rocket Queen,18095049,8743527305
Drink Before the War,523186687,8743527305
The Post War Dream,4237396,8743527305
Imagine,1476106,8743411418
Pictures Of You (Remastered),21969764,8743411418
Purple Rain,21393066,8743411418
You Shook Me All Night Long,3880694,8743411418
"Sea, Swallow Me",18201824,8743411418
Wonderwall,4226257,8743497928
Driveby,20175101,8743497928
Tender,16882031,8743497928
Roundabout,20789751,8743497928
Love Will Keep Us Alive,4049385,8743497928
Catch The Rainbow,21564967,8743497928
So Young (Remastered),4279445,8743497928
High Hopes,4237167,8743497928
Have You Ever Seen the Rain?,1142600,8743497928
Smoke on the Water,4019367,8743497928
Don't Cry (Alternate Lyrics),18095081,8743512868
The Masterplan,17822784,8743512868
Stand by Me,4225938,8743512868
One,22003658,8743512868
Lithium,21303931,8743512868
In Between The Lines,19274539,8743526018
One Love,22208911,8743526018
Rockin' Pneumonia,2865422,8743526018
Fortunate Son,27215122,8743526018
Love Of My Life,27198691,8743526018
The Warrior Song,1992968,8743526018
Zombie,4330114,8743526018
All Rise,22208907,8743526018
Never Grow Old,21971060,8743564287
Don't Stop Me Now,1868520,8743564287
Sailing,5201809,8743564287
Radio Ga Ga,1868483,8743564287
Breathe,3716408,8743564287
We Are the Champions,1868480,8743564287
Magura,1284816,8743564287
What I've Done,5045762,8743423439
Another One Bites the Dust,1868486,8743423439
Leave Out All The Rest,16686600,8743423439
Black Black Heart,22215518,8743423439
Lost Stars,28737747,8743524177
Thunder,474932841,8743524177
Demons,19945735,8743524177
Lock Me Up,28464997,8743524177
Children of the Dark,453291878,8743524177
Counting Stars,28575553,8743524177
NUMB,545350938,8743080188
world.execute (me) ;,435278010,8743080188
Stay the Night,496434,8743600260
We Are The World,1410949380,8743600260
Stop,21667025,8743418528
P.Y.T. (Pretty Young Thing),21178264,8743418528
Dance Me to the End of Love,20954637,8743418528
Promise Your Love,2353593,8743418528
Try to Remember,2004435,8743418528
Sweet Dreams (Are Made of This) (Remastered),17647478,8743418528
You're So Beautiful,1334327147,8743418528
Bizarre Love Triangle '94,5059123,8743418528
Big Big World,2534006,8743630001
Careless Whisper,18003388,8743630001
I Could Be the One,19724606,8743630001
Lonely,21274655,8743630001
Abracadabra,3778125,8743630001
Angel,1379901,8743630001
How Deep Is Your Love,3953026,8743630001
********,19577949,8744822307
The Passenger,21720908,8744822307
Treasure,21970591,8744822307
A Letter To Elise,21970530,8744822307
Reflection,17059176,8743357810
Return To Innocence (Radio Edit),1298508,8743357810
You Are Not Alone,22488194,8743357810
The Power of Love,2310341,8743357810
Time,21794155,8744670096
Closedown (Remastered),21969765,8744670096
You Might Think,2010540,8744670096
Total Recall,4345876,8744670096
One Hundred Years,21970250,8744670096
I Will Follow,4408841,8744670096
On The Wall,21965526,8744676096
Dreams Never End (2015 Remaster),4209006,8744676096
Plainsong (Remastered),21969763,8744676096
Punks,1340759949,8745053442
21 Guns,22337241,8745053442
girlfriend,26927568,8745053442
Rock N Roll,27090060,8745053442
Summertime,21162546,8745053442
I Don't Wanna Be Sad,34766207,8745053442
Follow,17417072,8745053442
Angel With a Shotgun,1304713047,8745053442
No More Time,1298248743,8745053442
Frozen,17469733,8745053442
Am I Blue (Album Version),21018657,8745053546
Send in the Clowns,22169741,8745053546
You're The Inspiration,2311478,8745053546
Don't Let Me Be Misunderstood,1307953130,8745053546
Night Music,532182711,8745053546
The Girl From Ipanema,2119309,8745053546
Put The Blame On Mame (Nightclub Version),3404293,8745053546
Your Love Is King,19171516,8745053546
Christmas Time Is Here (Vocal / Album Version),2074063,8745053546
Smooth Operator,19171515,8745053546
Baby It's You,26400098,8745053694
Blue and Sentimental,539705634,8745053694
Tainted Love,19027626,8745053694
"Good Morning, Good Evening",22751132,8745053694
Probably Up,865052867,8745053694
Heartaches,1354568343,8745053694
I'm In The Mood For Love,2776951,8745053694
Singing In The Rain,1394270885,8745053694
Puppy Love,27502881,8745053694
Mr Sandman,23899600,8745053694
You Are Beautiful,2010944045,8745076354
Because The Night,17057994,8745076354
I'm Gonna Getcha Good (Green Version),476081660,8745076354
The Day You Went Away,3026369,8745076354
Booty Music,2526625,8745076354
Look At Me,5043107,8745156281
I Remember,3026583,8745156281
You're Beautiful,5179544,8745133302
Better Man,22463223,8745133302
Until You,19081573,8745133302
The Hop,16330642,8745218848
Do For Love,19197441,8745218848
Big Poppa,21799569,8745218848
Juicy,21799566,8745218848
Ms. Fat Booty,21156471,8745218848
The Truth,18290438,8745218848
Gin and Juice,26345370,8745218848
Black Hand Side,18305626,8745218848
Mind Power,16330641,8745218848
Blue Monday,4208211,8745120317
Moving Clocks Run Slow,19774203,8745120317
Disenchanted,21162705,8745120317
Lovesong,21970425,8745120317
Know Your Enemy,18127586,8745120317
"Dear Maria, Count Me In",16472439,8745120317
Open Your Eyes,21724396,8745120317
Ignorance,1820649,8745120317
Cold Cold Night,27231875,8745038432
A Death-bed Song,347970,8745038432
Terror!,19291860,8745038432
Girlfriend,16431835,8745038432
Speak of the Devil,4278614,8745038432
My Happy Ending,16432073,8745038432
Something's Going On,1058099,8745038432
Now We're Ready to Spend,1430137310,8745038464
One Moment,27416612,8745038464
On My Own,28263184,8745038464
Class Historian,29365648,8745038464
Every Breath You Take,515608067,8745038464
Crisis? What Crisis?,569760979,8745038464
Broken Boy,1359114607,8745038464
Kiss Me Until My Lips Fall Off,1380312624,8745038464
Let Me Be Sad,1355147445,8745038464
Take My Hand,21609195,8745132352
Wrecking Ball,506747011,8745132352
Complicated,5159516,8745132352
Whatsername,18127341,8745132352
Last Night on Earth,32194493,8745132352
Turncoat,16508170,8745132352
Let Go,1333336513,8745160722
That Girl,440208476,8745160722
Hands in the Fire,1306497271,8745160722
Melody (Original mix),36921285,8745160722
So Far Away (Acoustic),1313584359,8745160722
Runaway,521784134,8745160722
I Miss You,550828,8745263876
Happy,526258151,8745263876
Perhaps,2777980,8745263876
Autumn Leaves,17541009,8745263876
Waiting in Vain,18214753,8745263876
So Happy,16678129,8745263876
On My Way Home to You,21164603,8745263876
Dream A Little Dream,27949589,8745263876
Teeth,1386002493,8745075422
Serpents,33933853,8745075422
Memories,426027093,8745075422
I Don't Want to Go to Bed,35448971,8745075422
Paris in the Rain,518904648,8745187285
Tonight (Best You Ever Had),1476849,8745187285
Call Me Maybe,17112299,8745187285
Episode 33,1311427648,8745187285
Throwaway,1373140736,8745187285
Cotton Candy Clouds,1388528457,8745187285
I'm Not in Love,1063087,8745287382
Sway (Quien Sera),18214754,8745287382
Love Me Like a River Does,18214732,8745287382
Airport Bar,403136026,8745287382
Wannabe,501220770,8745078460
2002 (Acoustic),1313560945,8745078460
Pump It Up,569166958,8745195449
Cold Crush,569166959,8745195449
Buffalo Gals,22528749,8745195449
My Adidas,3315200,8745195449
Egg Man,16855735,8745195449
Rapper's Delight,3597774,8745195449
Mind Blowin',2039820,8745195449
Ain’t Nobody,28211047,8745195449
Set It Off,16785886,8745195449
Black Cat,18589256,8745195449
Beats to the Rhyme,3315167,8745177086
Pimp Tha Pen,1372736901,8745177086
Eye Know,1231926,8745177086
9mm Goes Bang,2201306,8745177086
South Bronx,2201304,8745177086
Gangsta Gangsta,27215530,8745177086
I Ain't No Joke,1341926256,8745177086
"Don't Worry, Be Happy",22591781,8745086492
Splish Splash,27148582,8745086492
Jane's Theme (From the film 'Blow Up'),1364091864,8745086492
My Funny Valentine,22126355,8745086492
Stolen Moments,561790927,8745086492
Chelsea Bridge,561790926,8745086492
Soldier's Things,21794177,8745191752
Answer To The Laundromat Blues (Album Version),16293950,8745191752
My Funny Valentine,27713843,8745191752
Dream,19129217,8745191752
Funky For You,1348373147,8745129463
Float On (feat. Force MDs),572848927,8745129463
Talkin' All That Jazz,572847937,8745129463
